Title,Story
The Facts in the Case of M. Valdemar,the only real indication  indeed  of the mesmeric influence  was now found in the vibratory movement of the tongue  whenever i addressed m. valdemar a question.
The Facts in the Case of M. Valdemar,he seemed to be making an effort to reply  but had no longer sufficient volition.
The Facts in the Case of M. Valdemar,to queries put to him by any other person than myself he seemed utterly insensible although i endeavored to place each member of the company in mesmeric rapport with him.
The Facts in the Case of M. Valdemar,i believe that i have now related all that is necessary to an understanding of the sleep waker    s state at this epoch.
The Facts in the Case of M. Valdemar,other nurses were procured  and at ten o    clock i left the house in company with the two physicians and mr. l l.  in the afternoon we all called again to see the patient.
The Facts in the Case of M. Valdemar,his condition remained precisely the same.
The Facts in the Case of M. Valdemar,we had now some discussion as to the propriety and feasibility of awakening him  but we had little difficulty in agreeing that no good purpose would be served by so doing.
The Facts in the Case of M. Valdemar,it was evident that  so far  death  or what is usually termed death  had been arrested by the mesmeric process.
The Facts in the Case of M. Valdemar,it seemed clear to us all that to awaken m. valdemar would be merely to insure his instant  or at least his speedy  dissolution.
The Facts in the Case of M. Valdemar,from this period until the close of last week an interval of nearly seven months we continued to make daily calls at m. valdemar    s house  accompanied  now and then  by medical and other friends.
The Facts in the Case of M. Valdemar,all this time the sleeper waker remained exactly as i have last described him.
The Facts in the Case of M. Valdemar,the nurses     attentions were continual.
The Facts in the Case of M. Valdemar,it was on friday last that we finally resolved to make the experiment of awakening  or attempting to awaken him  and it is the  perhaps  unfortunate result of this latter experiment which has given rise to so much discussion in private circles to so much of what i cannot help thinking unwarranted popular feeling.
The Facts in the Case of M. Valdemar,for the purpose of relieving m. valdemar from the mesmeric trance  i made use of the customary passes.
The Facts in the Case of M. Valdemar,these  for a time  were unsuccessful.
The Facts in the Case of M. Valdemar,the first indication of revival was afforded by a partial descent of the iris.
The Facts in the Case of M. Valdemar,it was observed  as especially remarkable  that this lowering of the pupil was accompanied by the profuse out flowing of a yellowish ichor  from beneath the lids  of a pungent and highly offensive odor.
The Facts in the Case of M. Valdemar,it was now suggested that i should attempt to influence the patient    s arm  as heretofore.
The Facts in the Case of M. Valdemar,i made the attempt and failed.
The Facts in the Case of M. Valdemar,dr. f   then intimated a desire to have me put a question.
The Facts in the Case of M. Valdemar,i did so  as follows    m. valdemar  can you explain to us what are your feelings or wishes now    there was an instant return of the hectic circles on the cheeks  the tongue quivered  or rather rolled violently in the mouth  although the jaws and lips remained rigid as before   and at length the same hideous voice which i have already described  broke forth    for god    s sake  quick  quick  put me to sleep or  quick  waken me  quick  i say to you that i am dead    i was thoroughly unnerved  and for an instant remained undecided what to do.
The Facts in the Case of M. Valdemar,at first i made an endeavor to recompose the patient  but  failing in this through total abeyance of the will  i retraced my steps and as earnestly struggled to awaken him.
The Facts in the Case of M. Valdemar,in this attempt i soon saw that i should be successful or at least i soon fancied that my success would be complete and i am sure that all in the room were prepared to see the patient awaken.
The Facts in the Case of M. Valdemar,for what really occurred  however  it is quite impossible that any human being could have been prepared.
The Facts in the Case of M. Valdemar,as i rapidly made the mesmeric passes  amid ejaculations of  dead  dead   absolutely bursting from the tongue and not from the lips of the sufferer  his whole frame at once within the space of a single minute  or even less  shrunk crumbled absolutely rotted away beneath my hands.
The Facts in the Case of M. Valdemar,upon the bed  before that whole company  there lay a nearly liquid mass of loathsome of detestable putrescence.
The Black Cat, for the most wild  yet most homely narrative which i am about to pen  i neither expect nor solicit belief.
The Black Cat,mad indeed would i be to expect it  in a case where my very senses reject their own evidence.
The Black Cat,yet  mad am i not and very surely do i not dream.
The Black Cat,but to morrow i die  and to day i would unburthen my soul.
The Black Cat,my immediate purpose is to place before the world  plainly  succinctly  and without comment  a series of mere household events.
The Black Cat,in their consequences  these events have terrified have tortured have destroyed me.
The Black Cat,yet i will not attempt to expound them.
The Black Cat,to me  they have presented little but horror to many they will seem less terrible than barroques.
The Black Cat,hereafter  perhaps  some intellect may be found which will reduce my phantasm to the common place some intellect more calm  more logical  and far less excitable than my own  which will perceive  in the circumstances i detail with awe  nothing more than an ordinary succession of very natural causes and effects.
The Black Cat,from my infancy i was noted for the docility and humanity of my disposition.
The Black Cat,my tenderness of heart was even so conspicuous as to make me the jest of my companions.
The Black Cat,i was especially fond of animals  and was indulged by my parents with a great variety of pets.
The Black Cat,with these i spent most of my time  and never was so happy as when feeding and caressing them.
The Black Cat,this peculiarity of character grew with my growth  and in my manhood  i derived from it one of my principal sources of pleasure.
The Black Cat,to those who have cherished an affection for a faithful and sagacious dog  i need hardly be at the trouble of explaining the nature or the intensity of the gratification thus derivable.
The Black Cat,there is something in the unselfish and self sacrificing love of a brute  which goes directly to the heart of him who has had frequent occasion to test the paltry friendship and gossamer fidelity of mere man.
The Black Cat,i married early  and was happy to find in my wife a disposition not uncongenial with my own.
The Black Cat,observing my partiality for domestic pets  she lost no opportunity of procuring those of the most agreeable kind.
The Black Cat,we had birds  gold fish  a fine dog  rabbits  a small monkey  and a cat.
The Black Cat,this latter was a remarkably large and beautiful animal  entirely black  and sagacious to an astonishing degree.
The Black Cat,in speaking of his intelligence  my wife  who at heart was not a little tinctured with superstition  made frequent allusion to the ancient popular notion  which regarded all black cats as witches in disguise.
The Black Cat,not that she was ever serious upon this point and i mention the matter at all for no better reason than that it happens  just now  to be remembered.
The Black Cat,pluto this was the cat    s name was my favorite pet and playmate.
The Black Cat,i alone fed him  and he attended me wherever i went about the house.
The Black Cat,it was even with difficulty that i could prevent him from following me through the streets.
The Black Cat,our friendship lasted  in this manner  for several years  during which my general temperament and character through the instrumentality of the fiend intemperance had  i blush to confess it  experienced a radical alteration for the worse.
The Black Cat,i grew  day by day  more moody  more irritable  more regardless of the feelings of others.
The Black Cat,i suffered myself to use intemperate language to my wife.
The Black Cat,at length  i even offered her personal violence.
The Black Cat,my pets  of course  were made to feel the change in my disposition.
The Black Cat,i not only neglected  but ill used them.
The Black Cat,for pluto  however  i still retained sufficient regard to restrain me from maltreating him  as i made no scruple of maltreating the rabbits  the monkey  or even the dog  when by accident  or through affection  they came in my way.
The Black Cat,but my disease grew upon me for what disease is like alcohol  and at length even pluto  who was now becoming old  and consequently somewhat peevish even pluto began to experience the effects of my ill temper.
The Black Cat,one night  returning home  much intoxicated  from one of my haunts about town  i fancied that the cat avoided my presence.
The Black Cat,i seized him  when  in his fright at my violence  he inflicted a slight wound upon my hand with his teeth.
The Black Cat,the fury of a demon instantly possessed me.
The Black Cat,i knew myself no longer.
The Black Cat,my original soul seemed  at once  to take its flight from my body and a more than fiendish malevolence  gin nurtured  thrilled every fibre of my frame.
The Black Cat,i took from my waistcoat pocket a pen knife  opened it  grasped the poor beast by the throat  and deliberately cut one of its eyes from the socket  i blush  i burn  i shudder  while i pen the damnable atrocity.
The Black Cat,when reason returned with the morning when i had slept off the fumes of the night    s debauch i experienced a sentiment half of horror  half of remorse  for the crime of which i had been guilty  but it was  at best  a feeble and equivocal feeling  and the soul remained untouched.
The Black Cat,i again plunged into excess  and soon drowned in wine all memory of the deed.
The Black Cat,in the meantime the cat slowly recovered.
The Black Cat,the socket of the lost eye presented  it is true  a frightful appearance  but he no longer appeared to suffer any pain.
The Black Cat,he went about the house as usual  but  as might be expected  fled in extreme terror at my approach.
The Black Cat,i had so much of my old heart left  as to be at first grieved by this evident dislike on the part of a creature which had once so loved me.
The Black Cat,but this feeling soon gave place to irritation.
The Black Cat,and then came  as if to my final and irrevocable overthrow  the spirit of perverseness.
The Black Cat,of this spirit philosophy takes no account.
The Black Cat,yet i am not more sure that my soul lives  than i am that perverseness is one of the primitive impulses of the human heart one of the indivisible primary faculties  or sentiments  which give direction to the character of man.
The Black Cat,who has not  a hundred times  found himself committing a vile or a silly action  for no other reason than because he knows he should not  have we not a perpetual inclination  in the teeth of our best judgment  to violate that which is law  merely because we understand it to be such  this spirit of perverseness  i say  came to my final overthrow.
The Black Cat,it was this unfathomable longing of the soul to vex itself to offer violence to its own nature to do wrong for the wrong    s sake only that urged me to continue and finally to consummate the injury i had inflicted upon the unoffending brute.
The Black Cat,one morning  in cool blood  i slipped a noose about its neck and hung it to the limb of a tree  hung it with the tears streaming from my eyes  and with the bitterest remorse at my heart  hung it because i knew that it had loved me  and because i felt it had given me no reason of offence  hung it because i knew that in so doing i was committing a sin a deadly sin that would so jeopardize my immortal soul as to place it if such a thing wore possible even beyond the reach of the infinite mercy of the most merciful and most terrible god.
The Black Cat,on the night of the day on which this cruel deed was done  i was aroused from sleep by the cry of fire.
The Black Cat,the curtains of my bed were in flames.
The Black Cat,the whole house was blazing.
The Black Cat,it was with great difficulty that my wife  a servant  and myself  made our escape from the conflagration.
The Black Cat,the destruction was complete.
The Black Cat,my entire worldly wealth was swallowed up  and i resigned myself thenceforward to despair.
The Black Cat,i am above the weakness of seeking to establish a sequence of cause and effect  between the disaster and the atrocity.
The Black Cat,but i am detailing a chain of facts and wish not to leave even a possible link imperfect.
The Black Cat,on the day succeeding the fire  i visited the ruins.
The Black Cat,the walls  with one exception  had fallen in.
The Black Cat,this exception was found in a compartment wall  not very thick  which stood about the middle of the house  and against which had rested the head of my bed.
The Black Cat,the plastering had here  in great measure  resisted the action of the fire a fact which i attributed to its having been recently spread.
The Black Cat,about this wall a dense crowd were collected  and many persons seemed to be examining a particular portion of it with very minute and eager attention.
The Black Cat,the words  strange    singular   and other similar expressions  excited my curiosity.
The Black Cat,i approached and saw  as if graven in bas relief upon the white surface  the figure of a gigantic cat.
The Black Cat,the impression was given with an accuracy truly marvellous.
The Black Cat,there was a rope about the animal    s neck.
The Black Cat,when i first beheld this apparition for i could scarcely regard it as less my wonder and my terror were extreme.
The Black Cat,but at length reflection came to my aid.
The Black Cat,the cat  i remembered  had been hung in a garden adjacent to the house.
The Black Cat,upon the alarm of fire  this garden had been immediately filled by the crowd by some one of whom the animal must have been cut from the tree and thrown  through an open window  into my chamber.
The Black Cat,this had probably been done with the view of arousing me from sleep.
The Black Cat,the falling of other walls had compressed the victim of my cruelty into the substance of the freshly spread plaster  the lime of which  with the flames  and the ammonia from the carcass  had then accomplished the portraiture as i saw it.
The Black Cat,although i thus readily accounted to my reason  if not altogether to my conscience  for the startling fact just detailed  it did not the less fail to make a deep impression upon my fancy.
The Black Cat,for months i could not rid myself of the phantasm of the cat  and  during this period  there came back into my spirit a half sentiment that seemed  but was not  remorse.
The Black Cat,i went so far as to regret the loss of the animal  and to look about me  among the vile haunts which i now habitually frequented  for another pet of the same species  and of somewhat similar appearance  with which to supply its place.
The Black Cat,one night as i sat  half stupefied  in a den of more than infamy  my attention was suddenly drawn to some black object  reposing upon the head of one of the immense hogsheads of gin  or of rum  which constituted the chief furniture of the apartment.
The Black Cat,i had been looking steadily at the top of this hogshead for some minutes  and what now caused me surprise was the fact that i had not sooner perceived the object thereupon.
The Black Cat,i approached it  and touched it with my hand.
The Black Cat,it was a black cat a very large one fully as large as pluto  and closely resembling him in every respect but one.
The Black Cat,pluto had not a white hair upon any portion of his body  but this cat had a large  although indefinite splotch of white  covering nearly the whole region of the breast.
The Black Cat,upon my touching him  he immediately arose  purred loudly  rubbed against my hand  and appeared delighted with my notice.
The Black Cat,this  then  was the very creature of which i was in search.
The Black Cat,i at once offered to purchase it of the landlord  but this person made no claim to it knew nothing of it had never seen it before.
The Black Cat,i continued my caresses  and  when i prepared to go home  the animal evinced a disposition to accompany me.
The Black Cat,i permitted it to do so  occasionally stooping and patting it as i proceeded.
The Black Cat,when it reached the house it domesticated itself at once  and became immediately a great favorite with my wife.
The Black Cat,for my own part  i soon found a dislike to it arising within me.
The Black Cat,this was just the reverse of what i had anticipated  but i know not how or why it was its evident fondness for myself rather disgusted and annoyed.
The Black Cat,by slow degrees  these feelings of disgust and annoyance rose into the bitterness of hatred.
The Black Cat,i avoided the creature  a certain sense of shame  and the remembrance of my former deed of cruelty  preventing me from physically abusing it.
The Black Cat,i did not  for some weeks  strike  or otherwise violently ill use it  but gradually very gradually i came to look upon it with unutterable loathing  and to flee silently from its odious presence  as from the breath of a pestilence.
The Black Cat,what added  no doubt  to my hatred of the beast  was the discovery  on the morning after i brought it home  that  like pluto  it also had been deprived of one of its eyes.
The Black Cat,this circumstance  however  only endeared it to my wife  who  as i have already said  possessed  in a high degree  that humanity of feeling which had once been my distinguishing trait  and the source of many of my simplest and purest pleasures.
The Black Cat,with my aversion to this cat  however  its partiality for myself seemed to increase.
The Black Cat,it followed my footsteps with a pertinacity which it would be difficult to make the reader comprehend.
The Black Cat,whenever i sat  it would crouch beneath my chair  or spring upon my knees  covering me with its loathsome caresses.
The Black Cat,if i arose to walk it would get between my feet and thus nearly throw me down  or  fastening its long and sharp claws in my dress  clamber  in this manner  to my breast.
The Black Cat,at such times  although i longed to destroy it with a blow  i was yet withheld from so doing  partly by a memory of my former crime  but chiefly let me confess it at once by absolute dread of the beast.
The Black Cat,this dread was not exactly a dread of physical evil and yet i should be at a loss how otherwise to define it.
The Black Cat,i am almost ashamed to own yes  even in this felon    s cell  i am almost ashamed to own that the terror and horror with which the animal inspired me  had been heightened by one of the merest chimaeras it would be possible to conceive.
The Black Cat,my wife had called my attention  more than once  to the character of the mark of white hair  of which i have spoken  and which constituted the sole visible difference between the strange beast and the one i had destroyed.
The Black Cat,the reader will remember that this mark  although large  had been originally very indefinite  but  by slow degrees degrees nearly imperceptible  and which for a long time my reason struggled to reject as fanciful it had  at length  assumed a rigorous distinctness of outline.
The Black Cat,it was now the representation of an object that i shudder to name and for this  above all  i loathed  and dreaded  and would have rid myself of the monster had i dared it was now  i say  the image of a hideous of a ghastly thing of the gallows  oh  mournful and terrible engine of horror and of crime of agony and of death   and now was i indeed wretched beyond the wretchedness of mere humanity.
The Black Cat,and a brute beast  whose fellow i had contemptuously destroyed a brute beast to work out for me for me a man  fashioned in the image of the high god so much of insufferable woe  alas  neither by day nor by night knew i the blessing of rest any more  during the former the creature left me no moment alone  and in the latter i started hourly from dreams of unutterable fear to find the hot breath of the thing upon my face  and its vast weight an incarnate nightmare that i had no power to shake off incumbent eternally upon my heart   beneath the pressure of torments such as these  the feeble remnant of the good within me succumbed.
The Black Cat,evil thoughts became my sole intimates the darkest and most evil of thoughts.
The Black Cat,the moodiness of my usual temper increased to hatred of all things and of all mankind  while  from the sudden  frequent  and ungovernable outbursts of a fury to which i now blindly abandoned myself  my uncomplaining wife  alas  was the most usual and the most patient of sufferers.
The Black Cat,one day she accompanied me  upon some household errand  into the cellar of the old building which our poverty compelled us to inhabit.
The Black Cat,the cat followed me down the steep stairs  and  nearly throwing me headlong  exasperated me to madness.
The Black Cat,uplifting an axe  and forgetting  in my wrath  the childish dread which had hitherto stayed my hand  i aimed a blow at the animal which  of course  would have proved instantly fatal had it descended as i wished.
The Black Cat,but this blow was arrested by the hand of my wife.
The Black Cat,goaded  by the interference  into a rage more than demoniacal  i withdrew my arm from her grasp and buried the axe in her brain.
The Black Cat,she fell dead upon the spot  without a groan.
The Black Cat,this hideous murder accomplished  i set myself forthwith  and with entire deliberation  to the task of concealing the body.
The Black Cat,i knew that i could not remove it from the house  either by day or by night  without the risk of being observed by the neighbors.
The Black Cat,many projects entered my mind.
The Black Cat,at one period i thought of cutting the corpse into minute fragments  and destroying them by fire.
The Black Cat,at another  i resolved to dig a grave for it in the floor of the cellar.
The Black Cat,again  i deliberated about casting it in the well in the yard about packing it in a box  as if merchandise  with the usual arrangements  and so getting a porter to take it from the house.
The Black Cat,finally i hit upon what i considered a far better expedient than either of these.
The Black Cat,i determined to wall it up in the cellar as the monks of the middle ages are recorded to have walled up their victims.
The Black Cat,for a purpose such as this the cellar was well adapted.
The Black Cat,its walls were loosely constructed  and had lately been plastered throughout with a rough plaster  which the dampness of the atmosphere had prevented from hardening.
The Black Cat,moreover  in one of the walls was a projection  caused by a false chimney  or fireplace  that had been filled up  and made to resemble the red of the cellar.
The Black Cat,i made no doubt that i could readily displace the bricks at this point  insert the corpse  and wall the whole up as before  so that no eye could detect any thing suspicious.
The Black Cat,and in this calculation i was not deceived.
The Black Cat,by means of a crow bar i easily dislodged the bricks  and  having carefully deposited the body against the inner wall  i propped it in that position  while  with little trouble  i re laid the whole structure as it originally stood.
The Black Cat,having procured mortar  sand  and hair  with every possible precaution  i prepared a plaster which could not be distinguished from the old  and with this i very carefully went over the new brickwork.
The Black Cat,when i had finished  i felt satisfied that all was right.
The Black Cat,the wall did not present the slightest appearance of having been disturbed.
The Black Cat,the rubbish on the floor was picked up with the minutest care.
The Black Cat,i looked around triumphantly  and said to myself   here at least  then  my labor has not been in vain.
The Black Cat,my next step was to look for the beast which had been the cause of so much wretchedness  for i had  at length  firmly resolved to put it to death.
The Black Cat,had i been able to meet with it  at the moment  there could have been no doubt of its fate  but it appeared that the crafty animal had been alarmed at the violence of my previous anger  and forebore to present itself in my present mood.
The Black Cat,it is impossible to describe  or to imagine  the deep  the blissful sense of relief which the absence of the detested creature occasioned in my bosom.
The Black Cat,it did not make its appearance during the night  and thus for one night at least  since its introduction into the house  i soundly and tranquilly slept  aye  slept even with the burden of murder upon my soul   the second and the third day passed  and still my tormentor came not.
The Black Cat,once again i breathed as a freeman.
The Black Cat,the monster  in terror  had fled the premises forever  i should behold it no more  my happiness was supreme  the guilt of my dark deed disturbed me but little.
The Black Cat,some few inquiries had been made  but these had been readily answered.
The Black Cat,even a search had been instituted but of course nothing was to be discovered.
The Black Cat,i looked upon my future felicity as secured.
The Black Cat,upon the fourth day of the assassination  a party of the police came  very unexpectedly  into the house  and proceeded again to make rigorous investigation of the premises.
The Black Cat,secure  however  in the inscrutability of my place of concealment  i felt no embarrassment whatever.
The Black Cat,the officers bade me accompany them in their search.
The Black Cat,they left no nook or corner unexplored.
The Black Cat,at length  for the third or fourth time  they descended into the cellar.
The Black Cat,i quivered not in a muscle.
The Black Cat,my heart beat calmly as that of one who slumbers in innocence.
The Black Cat,i walked the cellar from end to end.
The Black Cat,i folded my arms upon my bosom  and roamed easily to and fro.
The Black Cat,the police were thoroughly satisfied and prepared to depart.
The Black Cat,the glee at my heart was too strong to be restrained.
The Black Cat,i burned to say if but one word  by way of triumph  and to render doubly sure their assurance of my guiltlessness.
The Black Cat,gentlemen   i said at last  as the party ascended the steps   i delight to have allayed your suspicions.
The Black Cat,i wish you all health  and a little more courtesy.
The Black Cat,by the bye  gentlemen  this this is a very well constructed house.
The Black Cat,in the rabid desire to say something easily  i scarcely knew what i uttered at all.
The Black Cat,i may say an excellently well constructed house.
The Black Cat,these walls are you going  gentlemen  these walls are solidly put together   and here  through the mere phrenzy of bravado  i rapped heavily  with a cane which i held in my hand  upon that very portion of the brick work behind which stood the corpse of the wife of my bosom.
The Black Cat,but may god shield and deliver me from the fangs of the arch fiend  no sooner had the reverberation of my blows sunk into silence  than i was answered by a voice from within the tomb  by a cry  at first muffled and broken  like the sobbing of a child  and then quickly swelling into one long  loud  and continuous scream  utterly anomalous and inhuman a howl a wailing shriek  half of horror and half of triumph  such as might have arisen only out of hell  conjointly from the throats of the damned in their agony and of the demons that exult in the damnation.
The Black Cat,of my own thoughts it is folly to speak.
The Black Cat,swooning  i staggered to the opposite wall.
The Black Cat,for one instant the party upon the stairs remained motionless  through extremity of terror and of awe.
The Black Cat,in the next  a dozen stout arms were toiling at the wall.
The Black Cat,it fell bodily.
The Black Cat,the corpse  already greatly decayed and clotted with gore  stood erect before the eyes of the spectators.
The Black Cat,upon its head  with red extended mouth and solitary eye of fire  sat the hideous beast whose craft had seduced me into murder  and whose informing voice had consigned me to the hangman.
The Black Cat,i had walled the monster up within the tomb
The Fall of the House of Usher, during the whole of a dull  dark  and soundless day in the autumn of the year  when the clouds hung oppressively low in the heavens  i had been passing alone  on horseback  through a singularly dreary tract of country  and at length found myself  as the shades of the evening drew on  within view of the melancholy house of usher.
The Fall of the House of Usher,i know not how it was but  with the first glimpse of the building  a sense of insufferable gloom pervaded my spirit.
The Fall of the House of Usher,i say insufferable  for the feeling was unrelieved by any of that half pleasurable  because poetic  sentiment  with which the mind usually receives even the sternest natural images of the desolate or terrible.
The Fall of the House of Usher,i looked upon the scene before me upon the mere house  and the simple landscape features of the domain upon the bleak walls upon the vacant eye like windows upon a few rank sedges and upon a few white trunks of decayed trees with an utter depression of soul which i can compare to no earthly sensation more properly than to the after dream of the reveller upon opium the bitter lapse into everyday life the hideous dropping off of the veil.
The Fall of the House of Usher,there was an iciness  a sinking  a sickening of the heart an unredeemed dreariness of thought which no goading of the imagination could torture into aught of the sublime.
The Fall of the House of Usher,what was it i paused to think what was it that so unnerved me in the contemplation of the house of usher  it was a mystery all insoluble  nor could i grapple with the shadowy fancies that crowded upon me as i pondered.
The Fall of the House of Usher,i was forced to fall back upon the unsatisfactory conclusion  that while  beyond doubt  there are combinations of very simple natural objects which have the power of thus affecting us  still the analysis of this power lies among considerations beyond our depth.
The Fall of the House of Usher,it was possible  i reflected  that a mere different arrangement of the particulars of the scene  of the details of the picture  would be sufficient to modify  or perhaps to annihilate its capacity for sorrowful impression  and  acting upon this idea  i reined my horse to the precipitous brink of a black and lurid tarn that lay in unruffled lustre by the dwelling  and gazed down but with a shudder even more thrilling than before upon the remodelled and inverted images of the gray sedge  and the ghastly tree stems  and the vacant and eye like windows.
The Fall of the House of Usher,nevertheless  in this mansion of gloom i now proposed to myself a sojourn of some weeks.
The Fall of the House of Usher,its proprietor  roderick usher  had been one of my boon companions in boyhood  but many years had elapsed since our last meeting.
The Fall of the House of Usher,a letter  however  had lately reached me in a distant part of the country a letter from him which  in its wildly importunate nature  had admitted of no other than a personal reply.
The Fall of the House of Usher,the ms. gave evidence of nervous agitation.
The Fall of the House of Usher,the writer spoke of acute bodily illness of a mental disorder which oppressed him and of an earnest desire to see me  as his best  and indeed his only personal friend  with a view of attempting  by the cheerfulness of my society  some alleviation of his malady.
The Fall of the House of Usher,it was the manner in which all this  and much more  was said it was the apparent heart that went with his request which allowed me no room for hesitation  and i accordingly obeyed forthwith what i still considered a very singular summons.
The Fall of the House of Usher,although  as boys  we had been even intimate associates  yet i really knew little of my friend.
The Fall of the House of Usher,his reserve had been always excessive and habitual.
The Fall of the House of Usher,i was aware  however  that his very ancient family had been noted  time out of mind  for a peculiar sensibility of temperament  displaying itself  through long ages  in many works of exalted art  and manifested  of late  in repeated deeds of munificent yet unobtrusive charity  as well as in a passionate devotion to the intricacies  perhaps even more than to the orthodox and easily recognisable beauties  of musical science.
The Fall of the House of Usher,i had learned  too  the very remarkable fact  that the stem of the usher race  all time honored as it was  had put forth  at no period  any enduring branch  in other words  that the entire family lay in the direct line of descent  and had always  with very trifling and very temporary variation  so lain.
The Fall of the House of Usher,it was this deficiency  i considered  while running over in thought the perfect keeping of the character of the premises with the accredited character of the people  and while speculating upon the possible influence which the one  in the long lapse of centuries  might have exercised upon the other it was this deficiency  perhaps  of collateral issue  and the consequent undeviating transmission  from sire to son  of the patrimony with the name  which had  at length  so identified the two as to merge the original title of the estate in the quaint and equivocal appellation of the  house of usher  an appellation which seemed to include  in the minds of the peasantry who used it  both the family and the family mansion.
The Fall of the House of Usher,i have said that the sole effect of my somewhat childish experiment that of looking down within the tarn had been to deepen the first singular impression.
The Fall of the House of Usher,there can be no doubt that the consciousness of the rapid increase of my superstition for why should i not so term it  served mainly to accelerate the increase itself.
The Fall of the House of Usher,such  i have long known  is the paradoxical law of all sentiments having terror as a basis.
The Fall of the House of Usher,and it might have been for this reason only  that  when i again uplifted my eyes to the house itself  from its image in the pool  there grew in my mind a strange fancy a fancy so ridiculous  indeed  that i but mention it to show the vivid force of the sensations which oppressed me.
The Fall of the House of Usher,i had so worked upon my imagination as really to believe that about the whole mansion and domain there hung an atmosphere peculiar to themselves and their immediate vicinity an atmosphere which had no affinity with the air of heaven  but which had reeked up from the decayed trees  and the gray wall  and the silent tarn a pestilent and mystic vapor  dull  sluggish  faintly discernible  and leaden hued.
The Fall of the House of Usher,shaking off from my spirit what must have been a dream  i scanned more narrowly the real aspect of the building.
The Fall of the House of Usher,its principal feature seemed to be that of an excessive antiquity.
The Fall of the House of Usher,the discoloration of ages had been great.
The Fall of the House of Usher,minute fungi overspread the whole exterior  hanging in a fine tangled web work from the eaves.
The Fall of the House of Usher,yet all this was apart from any extraordinary dilapidation.
The Fall of the House of Usher,no portion of the masonry had fallen  and there appeared to be a wild inconsistency between its still perfect adaptation of parts  and the crumbling condition of the individual stones.
The Fall of the House of Usher,in this there was much that reminded me of the specious totality of old wood work which has rotted for long years in some neglected vault  with no disturbance from the breath of the external air.
The Fall of the House of Usher,beyond this indication of extensive decay  however  the fabric gave little token of instability.
The Fall of the House of Usher,perhaps the eye of a scrutinizing observer might have discovered a barely perceptible fissure  which  extending from the roof of the building in front  made its way down the wall in a zigzag direction  until it became lost in the sullen waters of the tarn.
The Fall of the House of Usher,noticing these things  i rode over a short causeway to the house.
The Fall of the House of Usher,a servant in waiting took my horse  and i entered the gothic archway of the hall.
The Fall of the House of Usher,a valet  of stealthy step  thence conducted me  in silence  through many dark and intricate passages in my progress to the studio of his master.
The Fall of the House of Usher,much that i encountered on the way contributed  i know not how  to heighten the vague sentiments of which i have already spoken.
The Fall of the House of Usher,while the objects around me while the carvings of the ceilings  the sombre tapestries of the walls  the ebon blackness of the floors  and the phantasmagoric armorial trophies which rattled as i strode  were but matters to which  or to such as which  i had been accustomed from my infancy while i hesitated not to acknowledge how familiar was all this i still wondered to find how unfamiliar were the fancies which ordinary images were stirring up.
The Fall of the House of Usher,on one of the staircases  i met the physician of the family.
The Fall of the House of Usher,his countenance  i thought  wore a mingled expression of low cunning and perplexity.
The Fall of the House of Usher,he accosted me with trepidation and passed on.
The Fall of the House of Usher,the valet now threw open a door and ushered me into the presence of his master.
The Fall of the House of Usher,the room in which i found myself was very large and lofty.
The Fall of the House of Usher,the windows were long  narrow  and pointed  and at so vast a distance from the black oaken floor as to be altogether inaccessible from within.
The Fall of the House of Usher,feeble gleams of encrimsoned light made their way through the trellissed panes  and served to render sufficiently distinct the more prominent objects around  the eye  however  struggled in vain to reach the remoter angles of the chamber  or the recesses of the vaulted and fretted ceiling.
The Fall of the House of Usher,dark draperies hung upon the walls.
The Fall of the House of Usher,the general furniture was profuse  comfortless  antique  and tattered.
The Fall of the House of Usher,many books and musical instruments lay scattered about  but failed to give any vitality to the scene.
The Fall of the House of Usher,i felt that i breathed an atmosphere of sorrow.
The Fall of the House of Usher,an air of stern  deep  and irredeemable gloom hung over and pervaded all.
The Fall of the House of Usher,upon my entrance  usher arose from a sofa on which he had been lying at full length  and greeted me with a vivacious warmth which had much in it  i at first thought  of an overdone cordiality of the constrained effort of the ennuy   man of the world.
The Fall of the House of Usher,a glance  however  at his countenance  convinced me of his perfect sincerity.
The Fall of the House of Usher,we sat down  and for some moments  while he spoke not  i gazed upon him with a feeling half of pity  half of awe.
The Fall of the House of Usher,surely  man had never before so terribly altered  in so brief a period  as had roderick usher  it was with difficulty that i could bring myself to admit the identity of the wan being before me with the companion of my early boyhood.
The Fall of the House of Usher,yet the character of his face had been at all times remarkable.
The Fall of the House of Usher,a cadaverousness of complexion  an eye large  liquid  and luminous beyond comparison  lips somewhat thin and very pallid  but of a surpassingly beautiful curve  a nose of a delicate hebrew model  but with a breadth of nostril unusual in similar formations  a finely moulded chin  speaking  in its want of prominence  of a want of moral energy  hair of a more than web like softness and tenuity  these features  with an inordinate expansion above the regions of the temple  made up altogether a countenance not easily to be forgotten.
The Fall of the House of Usher,and now in the mere exaggeration of the prevailing character of these features  and of the expression they were wont to convey  lay so much of change that i doubted to whom i spoke.
The Fall of the House of Usher,the now ghastly pallor of the skin  and the now miraculous lustre of the eye  above all things startled and even awed me.
The Fall of the House of Usher,the silken hair  too  had been suffered to grow all unheeded  and as  in its wild gossamer texture  it floated rather than fell about the face  i could not  even with effort  connect its arabesque expression with any idea of simple humanity.
